state,district,year,crop,session,area,production,yield,yield_num
12. Karnataka,9. Chikballapur,2020 - 2021,Coconut,Whole Year,503.00,"4,005.00",7.96,7.96
12. Karnataka,9. Chikballapur,2020 - 2021,Black pepper,Whole Year,12.00,5.70,0.48,0.48
12. Karnataka,9. Chikballapur,2020 - 2021,Ginger,Whole Year,222.00,"2,595.80",11.69,11.69
12. Karnataka,9. Chikballapur,2020 - 2021,Turmeric,Whole Year,8.00,51.00,6.38,6.38
12. Karnataka,9. Chikballapur,2020 - 2021,Sugarcane,Whole Year,53.00,"5,088.00",96.00,96.0
12. Karnataka,9. Chikballapur,2020 - 2021,Sweet potato,Whole Year,2.00,40.00,20.00,20.0
12. Karnataka,9. Chikballapur,2020 - 2021,Tobacco,Whole Year,5.00,4.00,0.80,0.8
12. Karnataka,9. Chikballapur,2020 - 2021,Coriander,Whole Year,52.00,28.00,0.54,0.54
12. Karnataka,9. Chikballapur,2020 - 2021,Garlic,Whole Year,13.00,69.00,5.31,5.31
12. Karnataka,9. Chikballapur,2020 - 2021,Cashewnut,Whole Year,"1,561.00","2,363.00",1.51,1.51
12. Karnataka,9. Chikballapur,2020 - 2021,Arecanut,Whole Year,469.00,"5,282.00",11.26,11.26
12. Karnataka,9. Chikballapur,2020 - 2021,Arcanut (Processed),Whole Year,469.00,"1,056.00",2.25,2.25
12. Karnataka,9. Chikballapur,2020 - 2021,Dry Ginger,Whole Year,222.00,558.30,2.51,2.51
12. Karnataka,9. Chikballapur,2020 - 2021,Cardamom,Whole Year,1.00,0.17,0.17,0.17
12. Karnataka,9. Chikballapur,2021 - 2022,Coconut,Whole Year,439.00,"3,797,000.00","8,649.20",8649.2
12. Karnataka,9. Chikballapur,2021 - 2022,Black pepper,Whole Year,12.00,6.40,0.53,0.53
12. Karnataka,9. Chikballapur,2021 - 2022,Ginger,Whole Year,132.00,"1,661.00",12.58,12.58
12. Karnataka,9. Chikballapur,2021 - 2022,Turmeric,Whole Year,6.00,33.00,5.50,5.5
12. Karnataka,9. Chikballapur,2021 - 2022,Sugarcane,Whole Year,152.00,"14,582.00",95.93,95.93
12. Karnataka,9. Chikballapur,2021 - 2022,Sweet potato,Whole Year,4.00,71.00,17.75,17.75
12. Karnataka,9. Chikballapur,2021 - 2022,Tobacco,Whole Year,16.00,12.00,0.75,0.75
12. Karnataka,9. Chikballapur,2021 - 2022,Coriander,Whole Year,122.00,66.00,0.54,0.54
12. Karnataka,9. Chikballapur,2021 - 2022,Garlic,Whole Year,7.00,39.00,5.57,5.57
12. Karnataka,9. Chikballapur,2021 - 2022,Cashewnut,Whole Year,"1,277.00","2,004.00",1.57,1.57
12. Karnataka,9. Chikballapur,2021 - 2022,Arecanut,Whole Year,618.00,"6,915.00",11.19,11.19
12. Karnataka,9. Chikballapur,2021 - 2022,Arcanut (Processed),Whole Year,618.00,"1,383.00",2.24,2.24
12. Karnataka,9. Chikballapur,2021 - 2022,Dry Ginger,Whole Year,132.00,357.20,2.71,2.71
12. Karnataka,9. Chikballapur,2021 - 2022,Cardamom,Whole Year,3.00,1.00,0.33,0.33
12. Karnataka,9. Chikballapur,2022 - 2023,Coconut,Whole Year,453.00,"7,146,835.00","15,776.68",15776.68
12. Karnataka,9. Chikballapur,2022 - 2023,Tapioca,Whole Year,2.00,23.00,11.50,11.5
12. Karnataka,9. Chikballapur,2022 - 2023,Black pepper,Whole Year,5.00,1.57,0.31,0.31
12. Karnataka,9. Chikballapur,2022 - 2023,Ginger,Whole Year,53.00,504.86,9.53,9.53
12. Karnataka,9. Chikballapur,2022 - 2023,Turmeric,Whole Year,6.00,36.00,6.00,6.0
12. Karnataka,9. Chikballapur,2022 - 2023,Sugarcane,Whole Year,83.00,"7,497.00",90.33,90.33
12. Karnataka,9. Chikballapur,2022 - 2023,Sweet potato,Whole Year,7.00,86.00,12.29,12.29
12. Karnataka,9. Chikballapur,2022 - 2023,Tobacco,Whole Year,4.00,3.00,0.75,0.75
12. Karnataka,9. Chikballapur,2022 - 2023,Coriander,Whole Year,19.00,14.00,0.74,0.74
12. Karnataka,9. Chikballapur,2022 - 2023,Garlic,Whole Year,4.00,31.00,7.75,7.75
12. Karnataka,9. Chikballapur,2022 - 2023,Cashewnut,Whole Year,"1,088.00","8,006.00",7.36,7.36
12. Karnataka,9. Chikballapur,2022 - 2023,Arecanut,Whole Year,746.00,"5,705.00",7.65,7.65
12. Karnataka,9. Chikballapur,2022 - 2023,Arcanut (Processed),Whole Year,746.00,"1,141.00",1.53,1.53
12. Karnataka,9. Chikballapur,2022 - 2023,Dry Ginger,Whole Year,53.00,108.60,2.05,2.05
12. Karnataka,10. Chikmagalur,2020 - 2021,Coconut,Whole Year,"51,782.00","468,420.00",9.05,9.05
12. Karnataka,10. Chikmagalur,2020 - 2021,Tapioca,Whole Year,1.00,13.00,13.00,13.0
12. Karnataka,10. Chikmagalur,2020 - 2021,Black pepper,Whole Year,"49,260.00","26,501.90",0.54,0.54
12. Karnataka,10. Chikmagalur,2020 - 2021,Ginger,Whole Year,"1,557.00","18,206.00",11.69,11.69
12. Karnataka,10. Chikmagalur,2020 - 2021,Turmeric,Whole Year,5.00,32.00,6.40,6.4
12. Karnataka,10. Chikmagalur,2020 - 2021,Sugarcane,Whole Year,254.00,"25,400.00",100.00,100.0
12. Karnataka,10. Chikmagalur,2020 - 2021,Sweet potato,Whole Year,4.00,80.00,20.00,20.0
12. Karnataka,10. Chikmagalur,2020 - 2021,Tobacco,Whole Year,9.00,7.00,0.78,0.78
12. Karnataka,10. Chikmagalur,2020 - 2021,Coriander,Whole Year,31.00,17.00,0.55,0.55
12. Karnataka,10. Chikmagalur,2020 - 2021,Garlic,Whole Year,1.00,5.00,5.00,5.0
12. Karnataka,10. Chikmagalur,2020 - 2021,Cashewnut,Whole Year,107.00,136.00,1.27,1.27
12. Karnataka,10. Chikmagalur,2020 - 2021,Arecanut,Whole Year,"71,539.00","424,226.00",5.93,5.93
12. Karnataka,10. Chikmagalur,2020 - 2021,Arcanut (Processed),Whole Year,"71,539.00","84,845.00",1.19,1.19
12. Karnataka,10. Chikmagalur,2020 - 2021,Dry Ginger,Whole Year,"1,557.00","3,915.90",2.52,2.52
12. Karnataka,10. Chikmagalur,2020 - 2021,Cardamom,Whole Year,521.00,95.00,0.18,0.18
12. Karnataka,10. Chikmagalur,2020 - 2021,Mesta,Whole Year,1.00,0.00,0.00,0.0
12. Karnataka,10. Chikmagalur,2021 - 2022,Coconut,Whole Year,"53,245.00","484,054,000.00","9,091.07",9091.07
12. Karnataka,10. Chikmagalur,2021 - 2022,Tapioca,Whole Year,7.00,89.00,12.71,12.71
12. Karnataka,10. Chikmagalur,2021 - 2022,Black pepper,Whole Year,"48,396.00","26,618.00",0.55,0.55
12. Karnataka,10. Chikmagalur,2021 - 2022,Ginger,Whole Year,"1,421.00","14,087.50",9.91,9.91
12. Karnataka,10. Chikmagalur,2021 - 2022,Turmeric,Whole Year,4.00,22.00,5.50,5.5
12. Karnataka,10. Chikmagalur,2021 - 2022,Sugarcane,Whole Year,222.00,"22,468.00",101.21,101.21
12. Karnataka,10. Chikmagalur,2021 - 2022,Sweet potato,Whole Year,3.00,53.00,17.67,17.67
12. Karnataka,10. Chikmagalur,2021 - 2022,Tobacco,Whole Year,1.00,1.00,1.00,1.0
12. Karnataka,10. Chikmagalur,2021 - 2022,Coriander,Whole Year,31.00,17.00,0.55,0.55
12. Karnataka,10. Chikmagalur,2021 - 2022,Garlic,Whole Year,2.00,11.00,5.50,5.5
12. Karnataka,10. Chikmagalur,2021 - 2022,Cashewnut,Whole Year,57.00,81.00,1.42,1.42
12. Karnataka,10. Chikmagalur,2021 - 2022,Arecanut,Whole Year,"75,912.00","461,923.00",6.08,6.08
12. Karnataka,10. Chikmagalur,2021 - 2022,Arcanut (Processed),Whole Year,"75,912.00","92,385.00",1.22,1.22
12. Karnataka,10. Chikmagalur,2021 - 2022,Dry Ginger,Whole Year,"1,421.00","3,029.60",2.13,2.13
12. Karnataka,10. Chikmagalur,2021 - 2022,Cardamom,Whole Year,592.00,147.00,0.25,0.25
12. Karnataka,10. Chikmagalur,2022 - 2023,Coconut,Whole Year,"71,018.00","643,181,000.00","9,056.59",9056.59
12. Karnataka,10. Chikmagalur,2022 - 2023,Tapioca,Whole Year,2.00,14.00,7.00,7.0
12. Karnataka,10. Chikmagalur,2022 - 2023,Black pepper,Whole Year,"49,815.00","19,428.01",0.39,0.39
12. Karnataka,10. Chikmagalur,2022 - 2023,Ginger,Whole Year,762.00,"8,295.30",10.89,10.89
12. Karnataka,10. Chikmagalur,2022 - 2023,Turmeric,Whole Year,5.00,30.00,6.00,6.0
12. Karnataka,10. Chikmagalur,2022 - 2023,Sugarcane,Whole Year,198.00,"17,816.00",89.98,89.98
12. Karnataka,10. Chikmagalur,2022 - 2023,Sweet potato,Whole Year,1.00,13.00,13.00,13.0
12. Karnataka,10. Chikmagalur,2022 - 2023,Tobacco,Whole Year,6.00,4.00,0.67,0.67
12. Karnataka,10. Chikmagalur,2022 - 2023,Garlic,Whole Year,2.00,14.00,7.00,7.0
12. Karnataka,10. Chikmagalur,2022 - 2023,Cashewnut,Whole Year,41.00,301.00,7.34,7.34
12. Karnataka,10. Chikmagalur,2022 - 2023,Arecanut,Whole Year,"83,867.00","666,746.00",7.95,7.95
12. Karnataka,10. Chikmagalur,2022 - 2023,Arcanut (Processed),Whole Year,"83,867.00","133,349.00",1.59,1.59
12. Karnataka,10. Chikmagalur,2022 - 2023,Dry Ginger,Whole Year,762.00,"1,784.10",2.34,2.34
12. Karnataka,10. Chikmagalur,2022 - 2023,Cardamom,Whole Year,442.00,75.00,0.17,0.17
12. Karnataka,11. Chitradurga,2020 - 2021,Coconut,Whole Year,"45,870.00","440,260.00",9.60,9.6
12. Karnataka,11. Chitradurga,2020 - 2021,Black pepper,Whole Year,56.00,26.40,0.47,0.47
12. Karnataka,11. Chitradurga,2020 - 2021,Ginger,Whole Year,32.00,374.20,11.69,11.69
12. Karnataka,11. Chitradurga,2020 - 2021,Turmeric,Whole Year,1.00,6.00,6.00,6.0
12. Karnataka,11. Chitradurga,2020 - 2021,Sugarcane,Whole Year,41.00,"3,936.00",96.00,96.0
12. Karnataka,11. Chitradurga,2020 - 2021,Sweet potato,Whole Year,2.00,40.00,20.00,20.0
12. Karnataka,11. Chitradurga,2020 - 2021,Tobacco,Whole Year,78.00,65.00,0.83,0.83
12. Karnataka,11. Chitradurga,2020 - 2021,Coriander,Whole Year,49.00,26.00,0.53,0.53
12. Karnataka,11. Chitradurga,2020 - 2021,Garlic,Whole Year,12.00,63.00,5.25,5.25
12. Karnataka,11. Chitradurga,2020 - 2021,Cashewnut,Whole Year,56.00,71.00,1.27,1.27
12. Karnataka,11. Chitradurga,2020 - 2021,Arecanut,Whole Year,"34,866.00","377,773.00",10.83,10.83
12. Karnataka,11. Chitradurga,2020 - 2021,Arcanut (Processed),Whole Year,"34,866.00","75,555.00",2.17,2.17
12. Karnataka,11. Chitradurga,2020 - 2021,Dry Ginger,Whole Year,32.00,80.50,2.52,2.52
12. Karnataka,11. Chitradurga,2020 - 2021,Cardamom,Whole Year,5.00,1.00,0.20,0.2
12. Karnataka,11. Chitradurga,2020 - 2021,Mesta,Whole Year,1.00,0.00,0.00,0.0
12. Karnataka,11. Chitradurga,2021 - 2022,Coconut,Whole Year,"45,201.00","389,855,000.00","8,624.92",8624.92
12. Karnataka,11. Chitradurga,2021 - 2022,Tapioca,Whole Year,19.00,241.00,12.68,12.68
12. Karnataka,11. Chitradurga,2021 - 2022,Black pepper,Whole Year,40.00,22.00,0.55,0.55
12. Karnataka,11. Chitradurga,2021 - 2022,Ginger,Whole Year,34.00,430.60,12.66,12.66
12. Karnataka,11. Chitradurga,2021 - 2022,Turmeric,Whole Year,4.00,22.00,5.50,5.5
12. Karnataka,11. Chitradurga,2021 - 2022,Sugarcane,Whole Year,60.00,"5,739.00",95.65,95.65
12. Karnataka,11. Chitradurga,2021 - 2022,Sweet potato,Whole Year,5.00,89.00,17.80,17.8
12. Karnataka,11. Chitradurga,2021 - 2022,Tobacco,Whole Year,64.00,51.00,0.80,0.8
12. Karnataka,11. Chitradurga,2021 - 2022,Coriander,Whole Year,15.00,8.00,0.53,0.53
12. Karnataka,11. Chitradurga,2021 - 2022,Garlic,Whole Year,7.00,39.00,5.57,5.57
12. Karnataka,11. Chitradurga,2021 - 2022,Cashewnut,Whole Year,46.00,65.00,1.41,1.41
12. Karnataka,11. Chitradurga,2021 - 2022,Arecanut,Whole Year,"42,883.00","464,636.00",10.83,10.83
12. Karnataka,11. Chitradurga,2021 - 2022,Arcanut (Processed),Whole Year,"42,883.00","92,927.00",2.17,2.17
12. Karnataka,11. Chitradurga,2021 - 2022,Dry Ginger,Whole Year,34.00,92.60,2.72,2.72
12. Karnataka,11. Chitradurga,2021 - 2022,Cardamom,Whole Year,7.00,1.00,0.14,0.14
12. Karnataka,11. Chitradurga,2022 - 2023,Coconut,Whole Year,"59,429.00","445,561,807.00","7,497.38",7497.38
12. Karnataka,11. Chitradurga,2022 - 2023,Black pepper,Whole Year,31.00,27.91,0.90,0.9
12. Karnataka,11. Chitradurga,2022 - 2023,Ginger,Whole Year,13.00,118.10,9.08,9.08
12. Karnataka,11. Chitradurga,2022 - 2023,Turmeric,Whole Year,9.00,54.00,6.00,6.0
12. Karnataka,11. Chitradurga,2022 - 2023,Sugarcane,Whole Year,3.00,265.00,88.33,88.33
12. Karnataka,11. Chitradurga,2022 - 2023,Sweet potato,Whole Year,2.00,22.00,11.00,11.0
12. Karnataka,11. Chitradurga,2022 - 2023,Tobacco,Whole Year,26.00,20.00,0.77,0.77
12. Karnataka,11. Chitradurga,2022 - 2023,Coriander,Whole Year,54.00,3.00,0.06,0.06
12. Karnataka,11. Chitradurga,2022 - 2023,Garlic,Whole Year,2.00,13.00,6.50,6.5
12. Karnataka,11. Chitradurga,2022 - 2023,Cashewnut,Whole Year,44.00,288.00,6.55,6.55
12. Karnataka,11. Chitradurga,2022 - 2023,Arecanut,Whole Year,"52,615.00","436,706.00",8.30,8.3
12. Karnataka,11. Chitradurga,2022 - 2023,Arcanut (Processed),Whole Year,"52,615.00","87,341.00",1.66,1.66
12. Karnataka,11. Chitradurga,2022 - 2023,Dry Ginger,Whole Year,13.00,25.40,1.95,1.95
12. Karnataka,11. Chitradurga,2022 - 2023,Cardamom,Whole Year,10.00,2.00,0.20,0.2
12. Karnataka,12. Dakshin kannad,2020 - 2021,Coconut,Whole Year,"36,862.00","253,795.00",6.89,6.89
12. Karnataka,12. Dakshin kannad,2020 - 2021,Tapioca,Whole Year,3.00,39.00,13.00,13.0
12. Karnataka,12. Dakshin kannad,2020 - 2021,Black pepper,Whole Year,"13,428.00","5,693.50",0.42,0.42
12. Karnataka,12. Dakshin kannad,2020 - 2021,Ginger,Whole Year,4.00,46.80,11.70,11.7
12. Karnataka,12. Dakshin kannad,2020 - 2021,Turmeric,Whole Year,4.00,26.00,6.50,6.5
12. Karnataka,12. Dakshin kannad,2020 - 2021,Sugarcane,Whole Year,15.00,"1,440.00",96.00,96.0
12. Karnataka,12. Dakshin kannad,2020 - 2021,Sweet potato,Whole Year,1.00,20.00,20.00,20.0
12. Karnataka,12. Dakshin kannad,2020 - 2021,Tobacco,Whole Year,19.00,16.00,0.84,0.84
12. Karnataka,12. Dakshin kannad,2020 - 2021,Cashewnut,Whole Year,"15,469.00","17,619.00",1.14,1.14
12. Karnataka,12. Dakshin kannad,2020 - 2021,Arecanut,Whole Year,"95,541.00","1,295,058.00",13.55,13.55
12. Karnataka,12. Dakshin kannad,2020 - 2021,Arcanut (Processed),Whole Year,"95,541.00","259,012.00",2.71,2.71
12. Karnataka,12. Dakshin kannad,2020 - 2021,Dry Ginger,Whole Year,4.00,10.10,2.53,2.53
12. Karnataka,12. Dakshin kannad,2020 - 2021,Cardamom,Whole Year,8.00,1.00,0.13,0.13
12. Karnataka,12. Dakshin kannad,2021 - 2022,Coconut,Whole Year,"35,841.00","254,038,000.00","7,087.92",7087.92
12. Karnataka,12. Dakshin kannad,2021 - 2022,Tapioca,Whole Year,2.00,25.00,12.50,12.5
12. Karnataka,12. Dakshin kannad,2021 - 2022,Black pepper,Whole Year,"15,037.00","8,270.40",0.55,0.55
12. Karnataka,12. Dakshin kannad,2021 - 2022,Ginger,Whole Year,1.00,12.30,12.30,12.3
12. Karnataka,12. Dakshin kannad,2021 - 2022,Turmeric,Whole Year,1.00,6.00,6.00,6.0
12. Karnataka,12. Dakshin kannad,2021 - 2022,Sugarcane,Whole Year,4.00,376.00,94.00,94.0
12. Karnataka,12. Dakshin kannad,2021 - 2022,Tobacco,Whole Year,1.00,1.00,1.00,1.0
12. Karnataka,12. Dakshin kannad,2021 - 2022,Cashewnut,Whole Year,"11,919.00","15,125.00",1.27,1.27
12. Karnataka,12. Dakshin kannad,2021 - 2022,Arecanut,Whole Year,"101,689.00","1,372,798.00",13.50,13.5
12. Karnataka,12. Dakshin kannad,2021 - 2022,Arcanut (Processed),Whole Year,"101,689.00","274,560.00",2.70,2.7
12. Karnataka,12. Dakshin kannad,2021 - 2022,Dry Ginger,Whole Year,1.00,2.60,2.60,2.6
12. Karnataka,12. Dakshin kannad,2021 - 2022,Cardamom,Whole Year,7.00,1.00,0.14,0.14
12. Karnataka,12. Dakshin kannad,2022 - 2023,Coconut,Whole Year,"34,893.00","418,865,537.00","12,004.29",12004.29
12. Karnataka,12. Dakshin kannad,2022 - 2023,Tapioca,Whole Year,3.00,36.00,12.00,12.0
12. Karnataka,12. Dakshin kannad,2022 - 2023,Black pepper,Whole Year,"18,388.00","3,677.55",0.20,0.2
12. Karnataka,12. Dakshin kannad,2022 - 2023,Turmeric,Whole Year,1.00,6.00,6.00,6.0
12. Karnataka,12. Dakshin kannad,2022 - 2023,Sugarcane,Whole Year,1.00,88.00,88.00,88.0
12. Karnataka,12. Dakshin kannad,2022 - 2023,Coriander,Whole Year,1.00,1.00,1.00,1.0
12. Karnataka,12. Dakshin kannad,2022 - 2023,Cashewnut,Whole Year,"11,564.00","61,058.00",5.28,5.28
12. Karnataka,12. Dakshin kannad,2022 - 2023,Arecanut,Whole Year,"107,476.00","725,460.00",6.75,6.75
12. Karnataka,12. Dakshin kannad,2022 - 2023,Arcanut (Processed),Whole Year,"107,476.00","145,092.00",1.35,1.35
12. Karnataka,12. Dakshin kannad,2022 - 2023,Cardamom,Whole Year,2.00,0.14,0.07,0.07
12. Karnataka,13. Davangere,2020 - 2021,Coconut,Whole Year,"10,896.00","86,765.00",7.96,7.96
12. Karnataka,13. Davangere,2020 - 2021,Black pepper,Whole Year,341.00,160.60,0.47,0.47
12. Karnataka,13. Davangere,2020 - 2021,Ginger,Whole Year,252.00,"2,946.60",11.69,11.69
12. Karnataka,13. Davangere,2020 - 2021,Turmeric,Whole Year,13.00,83.00,6.38,6.38
12. Karnataka,13. Davangere,2020 - 2021,Sugarcane,Whole Year,981.00,"110,853.00",113.00,113.0
12. Karnataka,13. Davangere,2020 - 2021,Tobacco,Whole Year,91.00,75.00,0.82,0.82
12. Karnataka,13. Davangere,2020 - 2021,Coriander,Whole Year,12.00,6.00,0.50,0.5
12. Karnataka,13. Davangere,2020 - 2021,Garlic,Whole Year,32.00,169.00,5.28,5.28
12. Karnataka,13. Davangere,2020 - 2021,Cashewnut,Whole Year,49.00,62.00,1.27,1.27
12. Karnataka,13. Davangere,2020 - 2021,Arecanut,Whole Year,"68,522.00","741,751.00",10.83,10.83
12. Karnataka,13. Davangere,2020 - 2021,Arcanut (Processed),Whole Year,"68,522.00","148,350.00",2.16,2.16
12. Karnataka,13. Davangere,2020 - 2021,Dry Ginger,Whole Year,252.00,633.80,2.52,2.52
12. Karnataka,13. Davangere,2020 - 2021,Cardamom,Whole Year,5.00,1.00,0.20,0.2
12. Karnataka,13. Davangere,2021 - 2022,Coconut,Whole Year,"7,735.00","66,893,000.00","8,648.09",8648.09
12. Karnataka,13. Davangere,2021 - 2022,Tapioca,Whole Year,1.00,13.00,13.00,13.0
12. Karnataka,13. Davangere,2021 - 2022,Black pepper,Whole Year,273.00,149.80,0.55,0.55
12. Karnataka,13. Davangere,2021 - 2022,Ginger,Whole Year,278.00,"3,494.30",12.57,12.57
12. Karnataka,13. Davangere,2021 - 2022,Turmeric,Whole Year,4.00,22.00,5.50,5.5
12. Karnataka,13. Davangere,2021 - 2022,Sugarcane,Whole Year,"1,310.00","141,508.00",108.02,108.02
12. Karnataka,13. Davangere,2021 - 2022,Tobacco,Whole Year,113.00,89.00,0.79,0.79
12. Karnataka,13. Davangere,2021 - 2022,Coriander,Whole Year,6.00,3.00,0.50,0.5
12. Karnataka,13. Davangere,2021 - 2022,Garlic,Whole Year,15.00,84.00,5.60,5.6
12. Karnataka,13. Davangere,2021 - 2022,Cashewnut,Whole Year,51.00,72.00,1.41,1.41
12. Karnataka,13. Davangere,2021 - 2022,Arecanut,Whole Year,"75,260.00","891,456.00",11.85,11.85
12. Karnataka,13. Davangere,2021 - 2022,Arcanut (Processed),Whole Year,"75,260.00","178,291.00",2.37,2.37
12. Karnataka,13. Davangere,2021 - 2022,Dry Ginger,Whole Year,278.00,751.50,2.70,2.7
12. Karnataka,13. Davangere,2021 - 2022,Cardamom,Whole Year,15.00,3.00,0.20,0.2
12. Karnataka,13. Davangere,2022 - 2023,Coconut,Whole Year,"7,750.00","118,689,730.00","15,314.80",15314.8
12. Karnataka,13. Davangere,2022 - 2023,Black pepper,Whole Year,282.00,115.72,0.41,0.41
12. Karnataka,13. Davangere,2022 - 2023,Ginger,Whole Year,186.00,"2,374.10",12.76,12.76
12. Karnataka,13. Davangere,2022 - 2023,Sugarcane,Whole Year,"1,348.00","146,984.00",109.04,109.04
12. Karnataka,13. Davangere,2022 - 2023,Tobacco,Whole Year,54.00,40.00,0.74,0.74
12. Karnataka,13. Davangere,2022 - 2023,Garlic,Whole Year,12.00,72.00,6.00,6.0
12. Karnataka,13. Davangere,2022 - 2023,Cashewnut,Whole Year,40.00,153.00,3.83,3.83
12. Karnataka,13. Davangere,2022 - 2023,Arecanut,Whole Year,"83,088.00","697,942.00",8.40,8.4
12. Karnataka,13. Davangere,2022 - 2023,Arcanut (Processed),Whole Year,"83,088.00","139,588.00",1.68,1.68
12. Karnataka,13. Davangere,2022 - 2023,Dry Ginger,Whole Year,186.00,510.60,2.75,2.75
12. Karnataka,13. Davangere,2022 - 2023,Cardamom,Whole Year,11.00,0.32,0.03,0.03
12. Karnataka,14. Dharwad,2020 - 2021,Coconut,Whole Year,346.00,"2,755.00",7.96,7.96
12. Karnataka,14. Dharwad,2020 - 2021,Tapioca,Whole Year,21.00,270.00,12.86,12.86
12. Karnataka,14. Dharwad,2020 - 2021,Black pepper,Whole Year,33.00,15.50,0.47,0.47
12. Karnataka,14. Dharwad,2020 - 2021,Ginger,Whole Year,63.00,736.70,11.69,11.69
12. Karnataka,14. Dharwad,2020 - 2021,Turmeric,Whole Year,15.00,96.00,6.40,6.4
12. Karnataka,14. Dharwad,2020 - 2021,Sugarcane,Whole Year,"5,744.00","442,288.00",77.00,77.0
12. Karnataka,14. Dharwad,2020 - 2021,Sweet potato,Whole Year,2.00,40.00,20.00,20.0
12. Karnataka,14. Dharwad,2020 - 2021,Coriander,Whole Year,59.00,31.00,0.53,0.53
12. Karnataka,14. Dharwad,2020 - 2021,Garlic,Whole Year,125.00,617.00,4.94,4.94
12. Karnataka,14. Dharwad,2020 - 2021,Cashewnut,Whole Year,89.00,113.00,1.27,1.27
12. Karnataka,14. Dharwad,2020 - 2021,Arecanut,Whole Year,167.00,"1,881.00",11.26,11.26
12. Karnataka,14. Dharwad,2020 - 2021,Arcanut (Processed),Whole Year,167.00,376.00,2.25,2.25
12. Karnataka,14. Dharwad,2020 - 2021,Dry Ginger,Whole Year,63.00,158.40,2.51,2.51
12. Karnataka,14. Dharwad,2020 - 2021,Mesta,Whole Year,1.00,0.00,0.00,0.0
12. Karnataka,14. Dharwad,2021 - 2022,Coconut,Whole Year,284.00,"2,458,000.00","8,654.93",8654.93
12. Karnataka,14. Dharwad,2021 - 2022,Tapioca,Whole Year,10.00,127.00,12.70,12.7
12. Karnataka,14. Dharwad,2021 - 2022,Black pepper,Whole Year,12.00,6.40,0.53,0.53
12. Karnataka,14. Dharwad,2021 - 2022,Ginger,Whole Year,41.00,516.80,12.60,12.6
12. Karnataka,14. Dharwad,2021 - 2022,Turmeric,Whole Year,17.00,94.00,5.53,5.53
12. Karnataka,14. Dharwad,2021 - 2022,Sugarcane,Whole Year,"8,258.00","759,723.00",92.00,92.0
12. Karnataka,14. Dharwad,2021 - 2022,Coriander,Whole Year,12.00,7.00,0.58,0.58
12. Karnataka,14. Dharwad,2021 - 2022,Garlic,Whole Year,427.00,"2,268.00",5.31,5.31
12. Karnataka,14. Dharwad,2021 - 2022,Cashewnut,Whole Year,96.00,136.00,1.42,1.42
12. Karnataka,14. Dharwad,2021 - 2022,Arecanut,Whole Year,156.00,"1,743.00",11.17,11.17
12. Karnataka,14. Dharwad,2021 - 2022,Arcanut (Processed),Whole Year,156.00,349.00,2.24,2.24
12. Karnataka,14. Dharwad,2021 - 2022,Dry Ginger,Whole Year,41.00,111.10,2.71,2.71
12. Karnataka,14. Dharwad,2022 - 2023,Coconut,Whole Year,239.00,"2,226,915.00","9,317.64",9317.64
12. Karnataka,14. Dharwad,2022 - 2023,Tapioca,Whole Year,36.00,324.00,9.00,9.0
12. Karnataka,14. Dharwad,2022 - 2023,Black pepper,Whole Year,9.00,2.56,0.28,0.28
12. Karnataka,14. Dharwad,2022 - 2023,Ginger,Whole Year,4.00,35.01,8.75,8.75
12. Karnataka,14. Dharwad,2022 - 2023,Turmeric,Whole Year,5.00,30.00,6.00,6.0
12. Karnataka,14. Dharwad,2022 - 2023,Sugarcane,Whole Year,"11,061.00","862,778.00",78.00,78.0
12. Karnataka,14. Dharwad,2022 - 2023,Sweet potato,Whole Year,3.00,37.00,12.33,12.33
12. Karnataka,14. Dharwad,2022 - 2023,Garlic,Whole Year,56.00,338.00,6.04,6.04
12. Karnataka,14. Dharwad,2022 - 2023,Cashewnut,Whole Year,85.00,471.00,5.54,5.54
12. Karnataka,14. Dharwad,2022 - 2023,Arecanut,Whole Year,185.00,"1,500.00",8.11,8.11
12. Karnataka,14. Dharwad,2022 - 2023,Arcanut (Processed),Whole Year,185.00,300.00,1.62,1.62
12. Karnataka,14. Dharwad,2022 - 2023,Dry Ginger,Whole Year,4.00,7.50,1.88,1.88
12. Karnataka,15. Gadag,2020 - 2021,Coconut,Whole Year,248.00,"1,975.00",7.96,7.96
12. Karnataka,15. Gadag,2020 - 2021,Tapioca,Whole Year,1.00,13.00,13.00,13.0
12. Karnataka,15. Gadag,2020 - 2021,Black pepper,Whole Year,2.00,0.90,0.45,0.45
12. Karnataka,15. Gadag,2020 - 2021,Ginger,Whole Year,11.00,128.60,11.69,11.69
12. Karnataka,15. Gadag,2020 - 2021,Turmeric,Whole Year,1.00,6.00,6.00,6.0
12. Karnataka,15. Gadag,2020 - 2021,Sugarcane,Whole Year,"1,086.00","54,300.00",50.00,50.0
12. Karnataka,15. Gadag,2020 - 2021,Sweet potato,Whole Year,2.00,40.00,20.00,20.0
12. Karnataka,15. Gadag,2020 - 2021,Tobacco,Whole Year,7.00,6.00,0.86,0.86
12. Karnataka,15. Gadag,2020 - 2021,Coriander,Whole Year,305.00,165.00,0.54,0.54
12. Karnataka,15. Gadag,2020 - 2021,Garlic,Whole Year,56.00,330.00,5.89,5.89
12. Karnataka,15. Gadag,2020 - 2021,Cashewnut,Whole Year,133.00,169.00,1.27,1.27
